layer,nvtx,cell,x,y,z
3,10,2,-24.1755,1969.89,4419.04
3,10,3,24.7436,2016.19,4515.82
3,10,3,-24.7436,2016.19,4515.82
3,10,3,24.1676,1969.25,4511.41
3,10,3,-24.1676,1969.25,4511.41
3,10,3,24.7436,2016.19,4468.54
3,10,3,0.274113,2016.19,4468.54
3,10,3,-24.7436,2016.19,4468.54
3,10,3,24.1676,1969.25,4465.24
3,10,3,0.274113,1969.25,4465.24
3,10,3,-24.1676,1969.25,4465.24
3,10,4,24.7314,2015.2,4563.22
3,10,4,-24.7314,2015.2,4563.22
3,10,4,24.1565,1968.35,4557.72
3,10,4,-24.1565,1968.35,4557.72
3,10,4,24.7314,2015.2,4515.86
3,10,4,0.275582,2015.2,4515.86
3,10,4,-24.7314,2015.2,4515.86
3,10,4,24.1565,1968.35,4511.46
3,10,4,0.275582,1968.35,4511.46
3,10,4,-24.1565,1968.35,4511.46
3,10,5,24.7159,2013.93,4610.67
3,10,5,-24.7159,2013.93,4610.67
3,10,5,24.1424,1967.2,4604.07
3,10,5,-24.1424,1967.2,4604.07
3,10,5,24.7159,2013.93,4563.2
3,10,5,0.277053,2013.93,4563.2
3,10,5,-24.7159,2013.93,4563.2
3,10,5,24.1424,1967.2,4557.71
3,10,5,0.277053,1967.2,4557.71
3,10,5,-24.1424,1967.2,4557.71
3,10,6,24.697,2012.39,4658.16
3,10,6,-24.697,2012.39,4658.16
3,10,6,24.1252,1965.8,4650.49
3,10,6,-24.1252,1965.8,4650.49
3,10,6,24.697,2012.39,4610.57
3,10,6,0.278525,2012.39,4610.57
3,10,6,-24.697,2012.39,4610.57
3,10,6,24.1252,1965.8,4604
3,10,6,0.278525,1965.8,4604
3,10,6,-24.1252,1965.8,4604
3,10,7,24.6747,2010.58,4705.72
3,10,7,-24.6747,2010.58,4705.72
3,10,7,24.1049,1964.15,4696.96
3,10,7,-24.1049,1964.15,4696.96
3,10,7,24.6747,2010.58,4657.98
3,10,7,0.28,2010.58,4657.98
3,10,7,-24.6747,2010.58,4657.98
3,10,7,24.1049,1964.15,4650.33
3,10,7,0.28,1964.15,4650.33
3,10,7,-24.1049,1964.15,4650.33
3,10,8,24.6492,2008.5,4753.34
3,10,8,-24.6492,2008.5,4753.34
3,10,8,24.0818,1962.26,4743.51
3,10,8,-24.0818,1962.26,4743.51
3,10,8,24.6492,2008.5,4705.44
3,10,8,0.281476,2008.5,4705.44
3,10,8,-24.6492,2008.5,4705.44
3,10,8,24.0818,1962.26,4696.72
3,10,8,0.281476,1962.26,4696.72
3,10,8,-24.0818,1962.26,4696.72
3,10,9,24.6205,2006.16,4801.03
3,10,9,-24.6205,2006.16,4801.03
3,10,9,24.0557,1960.13,4790.15
3,10,9,-24.0557,1960.13,4790.15
3,10,9,24.6205,2006.16,4752.95
3,10,9,0.282954,2006.16,4752.95
3,10,9,-24.6205,2006.16,4752.95
3,10,9,24.0557,1960.13,4743.17
3,10,9,0.282954,1960.13,4743.17
3,10,9,-24.0557,1960.13,4743.17
3,10,10,24.5887,2003.57,4848.81
3,10,10,-24.5887,2003.57,4848.81
3,10,10,24.0267,1957.78,4836.87
3,10,10,-24.0267,1957.78,4836.87
3,10,10,24.5887,2003.57,4800.53
3,10,10,0.284435,2003.57,4800.53
3,10,10,-24.5887,2003.57,4800.53
3,10,10,24.0267,1957.78,4789.7
3,10,10,0.284435,1957.78,4789.7
3,10,10,-24.0267,1957.78,4789.7
3,10,11,24.5538,2000.73,4896.68
3,10,11,-24.5538,2000.73,4896.68
3,10,11,23.9951,1955.2,4883.7
3,10,11,-23.9951,1955.2,4883.7
3,10,11,24.5538,2000.73,4848.17
3,10,11,0.285919,2000.73,4848.17
3,10,11,-24.5538,2000.73,4848.17
3,10,11,23.9951,1955.2,4836.3
3,10,11,0.285919,1955.2,4836.3
3,10,11,-23.9951,1955.2,4836.3
3,10,12,24.516,1997.65,4944.64
3,10,12,-24.516,1997.65,4944.64
3,10,12,23.9607,1952.4,4930.64
3,10,12,-23.9607,1952.4,4930.64
3,10,12,24.516,1997.65,4895.89
3,10,12,0.287406,1997.65,4895.89
3,10,12,-24.516,1997.65,4895.89
3,10,12,23.9607,1952.4,4883
3,10,12,0.287406,1952.4,4883
3,10,12,-23.9607,1952.4,4883
3,10,13,24.4754,1994.33,4992.72
3,10,13,-24.4754,1994.33,4992.72
3,10,13,23.9237,1949.38,4977.71
3,10,13,-23.9237,1949.38,4977.71
3,10,13,24.4754,1994.33,4943.71
3,10,13,0.288897,1994.33,4943.71
3,10,13,-24.4754,1994.33,4943.71
3,10,13,23.9237,1949.38,4929.8
3,10,13,0.288897,1949.38,4929.8
3,10,13,-23.9237,1949.38,4929.8
3,10,14,24.432,1990.8,5040.92
3,10,14,-24.432,1990.8,5040.92
3,10,14,23.8843,1946.17,5024.91
3,10,14,-23.8843,1946.17,5024.91
3,10,14,24.432,1990.8,4991.63
3,10,14,0.290391,1990.8,4991.63
3,10,14,-24.432,1990.8,4991.63
3,10,14,23.8843,1946.17,4976.72
3,10,14,0.290391,1946.17,4976.72
3,10,14,-23.8843,1946.17,4976.72
3,10,15,24.386,1987.05,5089.25
3,10,15,-24.386,1987.05,5089.25
3,10,15,23.8424,1942.76,5072.25
3,10,15,-23.8424,1942.76,5072.25
3,10,15,24.386,1987.05,5039.66
3,10,15,0.291889,1987.05,5039.66
3,10,15,-24.386,1987.05,5039.66
3,10,15,23.8424,1942.76,5023.76
3,10,15,0.291889,1942.76,5023.76
3,10,15,-23.8424,1942.76,5023.76
3,10,16,24.3374,1983.09,5137.73
3,10,16,-24.3374,1983.09,5137.73
3,10,16,23.7983,1939.16,5119.76
3,10,16,-23.7983,1939.16,5119.76
3,10,16,24.3374,1983.09,5087.81
3,10,16,0.293392,1983.09,5087.81
3,10,16,-24.3374,1983.09,5087.81
3,10,16,23.7983,1939.16,5070.95
3,10,16,0.293392,1939.16,5070.95
3,10,16,-23.7983,1939.16,5070.95
3,10,17,24.2864,1978.93,5186.37
3,10,17,-24.2864,1978.93,5186.37
3,10,17,23.7519,1935.38,5167.45
3,10,17,-23.7519,1935.38,5167.45
3,10,17,24.2864,1978.93,5136.11
3,10,17,0.2949,1978.93,5136.11
3,10,17,-24.2864,1978.93,5136.11
3,10,17,23.7519,1935.38,5118.29
3,10,17,0.2949,1935.38,5118.29
3,10,17,-23.7519,1935.38,5118.29
3,10,18,24.2331,1974.59,5235.18
3,10,18,-24.2331,1974.59,5235.18
3,10,18,23.7035,1931.43,5215.33
3,10,18,-23.7035,1931.43,5215.33
3,10,18,24.2331,1974.59,5184.55
3,10,18,0.296413,1974.59,5184.55
3,10,18,-24.2331,1974.59,5184.55
3,10,18,23.7035,1931.43,5165.8
3,10,18,0.296413,1931.43,5165.8
3,10,18,-23.7035,1931.43,5165.8
3,10,19,24.1776,1970.07,5284.19
3,10,19,-24.1776,1970.07,5284.19
3,10,19,23.653,1927.32,5263.41
3,10,19,-23.653,1927.32,5263.41
3,10,19,24.1776,1970.07,5233.17
3,10,19,0.297932,1970.07,5233.17
3,10,19,-24.1776,1970.07,5233.17
3,10,19,23.653,1927.32,5213.5
3,10,19,0.297932,1927.32,5213.5
3,10,19,-23.653,1927.32,5213.5
3,10,20,24.12,1965.38,5333.39
3,10,20,-24.12,1965.38,5333.39
3,10,20,23.6007,1923.06,5311.71
3,10,20,-23.6007,1923.06,5311.71
3,10,20,24.12,1965.38,5281.96
3,10,20,0.299457,1965.38,5281.96
3,10,20,-24.12,1965.38,5281.96
3,10,20,23.6007,1923.06,5261.39
3,10,20,0.299457,1923.06,5261.39
3,10,20,-23.6007,1923.06,5261.39
3,10,21,24.0606,1960.53,5382.82
3,10,21,-24.0606,1960.53,5382.82
3,10,21,23.5466,1918.66,5360.25
3,10,21,-23.5466,1918.66,5360.25
3,10,21,24.0606,1960.53,5330.96
3,10,21,0.30099,1960.53,5330.96
3,10,21,-24.0606,1960.53,5330.96
3,10,21,23.5466,1918.66,5309.5
3,10,21,0.30099,1918.66,5309.5
3,10,21,-23.5466,1918.66,5309.5
3,10,22,23.9993,1955.54,5432.48
3,10,22,-23.9993,1955.54,5432.48
3,10,22,23.4909,1914.11,5409.06
3,10,22,-23.4909,1914.11,5409.06
3,10,22,23.9993,1955.54,5380.17
3,10,22,0.302529,1955.54,5380.17
3,10,22,-23.9993,1955.54,5380.17
3,10,22,23.4909,1914.11,5357.85
3,10,22,0.302529,1914.11,5357.85
3,10,22,-23.4909,1914.11,5357.85
3,10,23,23.9363,1950.41,5482.4
3,10,23,-23.9363,1950.41,5482.4
3,10,23,23.4336,1909.45,5458.13
3,10,23,-23.4336,1909.45,5458.13
3,10,23,23.9363,1950.41,5429.62
3,10,23,0.304077,1950.41,5429.62
3,10,23,-23.9363,1950.41,5429.62
3,10,23,23.4336,1909.45,5406.46
3,10,23,0.304077,1909.45,5406.46
3,10,23,-23.4336,1909.45,5406.46
3,10,24,23.8717,1945.15,5532.6
3,10,24,-23.8717,1945.15,5532.6
3,10,24,23.375,1904.67,5507.5
3,10,24,-23.375,1904.67,5507.5
3,10,24,23.8717,1945.15,5479.32
3,10,24,0.305633,1945.15,5479.32
3,10,24,-23.8717,1945.15,5479.32
3,10,24,23.375,1904.67,5455.33
3,10,24,0.305633,1904.67,5455.33
3,10,24,-23.375,1904.67,5455.33
3,10,25,23.8057,1939.77,5583.1
3,10,25,-23.8057,1939.77,5583.1
3,10,25,23.315,1899.78,5557.19
3,10,25,-23.315,1899.78,5557.19
3,10,25,23.8057,1939.77,5529.29
3,10,25,0.307198,1939.77,5529.29
3,10,25,-23.8057,1939.77,5529.29
3,10,25,23.315,1899.78,5504.5
3,10,25,0.307198,1899.78,5504.5
3,10,25,-23.315,1899.78,5504.5
3,10,26,23.7384,1934.28,5633.91
3,10,26,-23.7384,1934.28,5633.91
3,10,26,23.2538,1894.79,5607.22
3,10,26,-23.2538,1894.79,5607.22
3,10,26,23.7384,1934.28,5579.56
3,10,26,0.308773,1934.28,5579.56
3,10,26,-23.7384,1934.28,5579.56
3,10,26,23.2538,1894.79,5553.98
3,10,26,0.308773,1894.79,5553.98
3,10,26,-23.2538,1894.79,5553.98
3,10,27,23.6699,1928.7,5685.06
3,10,27,-23.6699,1928.7,5685.06
3,10,27,23.1915,1889.72,5657.6
3,10,27,-23.1915,1889.72,5657.6
3,10,27,23.6699,1928.7,5630.15
3,10,27,0.310359,1928.7,5630.15
3,10,27,-23.6699,1928.7,5630.15
3,10,27,23.1915,1889.72,5603.8
3,10,27,0.310359,1889.72,5603.8
3,10,27,-23.1915,1889.72,5603.8
3,10,28,23.6003,1923.03,5736.57
3,10,28,-23.6003,1923.03,5736.57
3,10,28,23.1282,1884.56,5708.37
3,10,28,-23.1282,1884.56,5708.37
3,10,28,23.6003,1923.03,5681.07
3,10,28,0.311956,1923.03,5681.07
3,10,28,-23.6003,1923.03,5681.07
3,10,28,23.1282,1884.56,5653.98
3,10,28,0.311956,1884.56,5653.98
3,10,28,-23.1282,1884.56,5653.98
3,10,29,23.5298,1917.28,5788.47
3,10,29,-23.5298,1917.28,5788.47
3,10,29,23.0641,1879.34,5759.54
3,10,29,-23.0641,1879.34,5759.54
3,10,29,23.5298,1917.28,5732.36
3,10,29,0.313565,1917.28,5732.36
3,10,29,-23.5298,1917.28,5732.36
3,10,29,23.0641,1879.34,5704.53
3,10,29,0.313565,1879.34,5704.53
3,10,29,-23.0641,1879.34,5704.53
3,10,30,23.4584,1911.46,5840.78
3,10,30,-23.4584,1911.46,5840.78
3,10,30,22.9992,1874.05,5811.14
3,10,30,-22.9992,1874.05,5811.14
3,10,30,23.4584,1911.46,5784.03
3,10,30,0.315186,1911.46,5784.03
3,10,30,-23.4584,1911.46,5784.03
3,10,30,22.9992,1874.05,5755.5
3,10,30,0.315186,1874.05,5755.5
3,10,30,-22.9992,1874.05,5755.5
3,10,31,23.3862,1905.59,5893.52
3,10,31,-23.3862,1905.59,5893.52
3,10,31,22.9336,1868.7,5863.19
3,10,31,-22.9336,1868.7,5863.19
3,10,31,23.3862,1905.59,5836.11
3,10,31,0.316821,1905.59,5836.11
3,10,31,-23.3862,1905.59,5836.11
3,10,31,22.9336,1868.7,5806.89
3,10,31,0.316821,1868.7,5806.89
3,10,31,-22.9336,1868.7,5806.89
3,10,32,23.3135,1899.66,5946.72
3,10,32,-23.3135,1899.66,5946.72
3,10,32,22.8675,1863.31,5915.73
3,10,32,-22.8675,1863.31,5915.73
3,10,32,23.3135,1899.66,5888.62
3,10,32,0.318471,1899.66,5888.62
3,10,32,-23.3135,1899.66,5888.62
3,10,32,22.8675,1863.31,5858.74
3,10,32,0.318471,1863.31,5858.74
3,10,32,-22.8675,1863.31,5858.74
3,10,33,23.2402,1893.69,6000.41
3,10,33,-23.2402,1893.69,6000.41
3,10,33,22.8008,1857.89,5968.77
3,10,33,-22.8008,1857.89,5968.77
3,10,33,23.2402,1893.69,5941.6
3,10,33,0.320135,1893.69,5941.6
3,10,33,-23.2402,1893.69,5941.6
3,10,33,22.8008,1857.89,5911.07
3,10,33,0.320135,1857.89,5911.07
3,10,33,-22.8008,1857.89,5911.07
3,10,34,23.1665,1887.68,6054.62
3,10,34,-23.1665,1887.68,6054.62
3,10,34,22.7338,1852.43,6022.34
3,10,34,-22.7338,1852.43,6022.34
3,10,34,23.1665,1887.68,5995.07
3,10,34,0.321815,1887.68,5995.07
3,10,34,-23.1665,1887.68,5995.07
3,10,34,22.7338,1852.43,5963.91
3,10,34,0.321815,1852.43,5963.91
3,10,34,-22.7338,1852.43,5963.91
3,10,35,23.0925,1881.65,6109.36
3,10,35,-23.0925,1881.65,6109.36
3,10,35,22.6666,1846.94,6076.48
3,10,35,-22.6666,1846.94,6076.48
3,10,35,23.0925,1881.65,6049.05
3,10,35,0.323513,1881.65,6049.05
3,10,35,-23.0925,1881.65,6049.05
3,10,35,22.6666,1846.94,6017.28
3,10,35,0.323513,1846.94,6017.28
3,10,35,-22.6666,1846.94,6017.28
3,10,36,23.0182,1875.6,6164.68
3,10,36,-23.0182,1875.6,6164.68
3,10,36,22.5991,1841.44,6131.21
3,10,36,-22.5991,1841.44,6131.21
3,10,36,23.0182,1875.6,6103.58
3,10,36,0.325227,1875.6,6103.58
3,10,36,-23.0182,1875.6,6103.58
3,10,36,22.5991,1841.44,6071.22
3,10,36,0.325227,1841.44,6071.22
3,10,36,-22.5991,1841.44,6071.22
3,10,37,22.9439,1869.54,6220.6
3,10,37,-22.9439,1869.54,6220.6
3,10,37,22.5314,1835.93,6186.56
3,10,37,-22.5314,1835.93,6186.56
3,10,37,22.9439,1869.54,6158.68
3,10,37,0.326961,1869.54,6158.68
3,10,37,-22.9439,1869.54,6158.68
3,10,37,22.5314,1835.93,6125.75
3,10,37,0.326961,1835.93,6125.75
3,10,37,-22.5314,1835.93,6125.75
3,10,38,22.8694,1863.47,6277.16
3,10,38,-22.8694,1863.47,6277.16
3,10,38,22.4638,1830.42,6242.56
3,10,38,-22.4638,1830.42,6242.56
3,10,38,22.8694,1863.47,6214.39
3,10,38,0.328714,1863.47,6214.39
3,10,38,-22.8694,1863.47,6214.39
3,10,38,22.4638,1830.42,6180.9
3,10,38,0.328714,1830.42,6180.9
3,10,38,-22.4638,1830.42,6180.9
3,10,39,22.795,1857.41,6334.37
3,10,39,-22.795,1857.41,6334.37
3,10,39,22.3961,1824.91,6299.24
3,10,39,-22.3961,1824.91,6299.24
3,10,39,22.795,1857.41,6270.73
3,10,39,0.330488,1857.41,6270.73
3,10,39,-22.795,1857.41,6270.73
3,10,39,22.3961,1824.91,6236.71
3,10,39,0.330488,1824.91,6236.71
3,10,39,-22.3961,1824.91,6236.71
3,10,40,22.7207,1851.36,6392.28
3,10,40,-22.7207,1851.36,6392.28
3,10,40,22.3286,1819.41,6356.63
3,10,40,-22.3286,1819.41,6356.63
3,10,40,22.7207,1851.36,6327.74
3,10,40,0.332283,1851.36,6327.74
3,10,40,-22.7207,1851.36,6327.74
3,10,40,22.3286,1819.41,6293.2
3,10,40,0.332283,1819.41,6293.2
3,10,40,-22.3286,1819.41,6293.2
3,10,41,22.6466,1845.32,6450.92
3,10,41,-22.6466,1845.32,6450.92
3,10,41,22.2612,1813.92,6414.76
3,10,41,-22.2612,1813.92,6414.76
3,10,41,22.6466,1845.32,6385.45
3,10,41,0.334101,1845.32,6385.45
3,10,41,-22.6466,1845.32,6385.45
3,10,41,22.2612,1813.92,6350.41
3,10,41,0.334101,1813.92,6350.41
3,10,41,-22.2612,1813.92,6350.41
3,10,42,22.5728,1839.3,6510.31
3,10,42,-22.5728,1839.3,6510.31
3,10,42,22.1941,1808.45,6473.68
3,10,42,-22.1941,1808.45,6473.68
3,10,42,22.5728,1839.3,6443.89
3,10,42,0.335942,1839.3,6443.89
3,10,42,-22.5728,1839.3,6443.89
3,10,42,22.1941,1808.45,6408.36
3,10,42,0.335942,1808.45,6408.36
3,10,42,-22.1941,1808.45,6408.36
3,10,43,22.4992,1833.31,6570.5
3,10,43,-22.4992,1833.31,6570.5
3,10,43,22.1272,1803,6533.4
3,10,43,-22.1272,1803,6533.4
3,10,43,22.4992,1833.31,6503.09
3,10,43,0.337808,1833.31,6503.09
3,10,43,-22.4992,1833.31,6503.09
3,10,43,22.1272,1803,6467.1
3,10,43,0.337808,1803,6467.1
3,10,43,-22.1272,1803,6467.1
3,10,44,22.4261,1827.35,6631.52
3,10,44,-22.4261,1827.35,6631.52
3,10,44,22.0607,1797.58,6593.97
3,10,44,-22.0607,1797.58,6593.97
3,10,44,22.4261,1827.35,6563.09
3,10,44,0.339699,1827.35,6563.09
3,10,44,-22.4261,1827.35,6563.09
3,10,44,22.0607,1797.58,6526.65
3,10,44,0.339699,1797.58,6526.65
3,10,44,-22.0607,1797.58,6526.65
3,10,45,22.3534,1821.43,6693.4
3,10,45,-22.3534,1821.43,6693.4
3,10,45,21.9946,1792.19,6655.42
3,10,45,-21.9946,1792.19,6655.42
3,10,45,22.3534,1821.43,6623.92
3,10,45,0.341618,1821.43,6623.92
3,10,45,-22.3534,1821.43,6623.92
3,10,45,21.9946,1792.19,6587.04
3,10,45,0.341618,1792.19,6587.04
3,10,45,-21.9946,1792.19,6587.04
3,10,46,22.2812,1815.54,6756.18
3,10,46,-22.2812,1815.54,6756.18
3,10,46,21.929,1786.84,6717.78
3,10,46,-21.929,1786.84,6717.78
3,10,46,22.2812,1815.54,6685.61
3,10,46,0.343564,1815.54,6685.61
3,10,46,-22.2812,1815.54,6685.61
3,10,46,21.929,1786.84,6648.32
3,10,46,0.343564,1786.84,6648.32
3,10,46,-21.929,1786.84,6648.32
3,10,47,22.2095,1809.7,6819.9
3,10,47,-22.2095,1809.7,6819.9
3,10,47,21.8638,1781.54,6781.09
3,10,47,-21.8638,1781.54,6781.09
3,10,47,22.2095,1809.7,6748.21
3,10,47,0.345539,1809.7,6748.21
3,10,47,-22.2095,1809.7,6748.21
3,10,47,21.8638,1781.54,6710.52
3,10,47,0.345539,1781.54,6710.52
3,10,47,-21.8638,1781.54,6710.52
3,10,48,22.1384,1803.91,6884.58
3,10,48,-22.1384,1803.91,6884.58
3,10,48,21.7992,1776.27,6845.39
3,10,48,-21.7992,1776.27,6845.39
3,10,48,22.1384,1803.91,6811.75
3,10,48,0.347544,1803.91,6811.75
3,10,48,-22.1384,1803.91,6811.75
3,10,48,21.7992,1776.27,6773.67
3,10,48,0.347544,1776.27,6773.67
3,10,48,-21.7992,1776.27,6773.67
3,10,49,22.068,1798.17,6950.28
3,10,49,-22.068,1798.17,6950.28
3,10,49,21.7352,1771.05,6910.71
3,10,49,-21.7352,1771.05,6910.71
3,10,49,22.068,1798.17,6876.27
3,10,49,0.349581,1798.17,6876.27
3,10,49,-22.068,1798.17,6876.27
3,10,49,21.7352,1771.05,6837.81
3,10,49,0.349581,1771.05,6837.81
3,10,49,-21.7352,1771.05,6837.81
3,10,50,21.9982,1792.48,7017.02
3,10,50,-21.9982,1792.48,7017.02
3,10,50,21.6717,1765.88,6977.1
3,10,50,-21.6717,1765.88,6977.1
3,10,50,21.9982,1792.48,6941.8
3,10,50,0.35165,1792.48,6941.8
3,10,50,-21.9982,1792.48,6941.8
3,10,50,21.6717,1765.88,6902.98
3,10,50,0.35165,1765.88,6902.98
3,10,50,-21.6717,1765.88,6902.98
3,10,51,21.9291,1786.86,7084.85
3,10,51,-21.9291,1786.86,7084.85
3,10,51,21.609,1760.77,7044.58
3,10,51,-21.609,1760.77,7044.58
3,10,51,21.9291,1786.86,7008.38
3,10,51,0.353753,1786.86,7008.38
3,10,51,-21.9291,1786.86,7008.38
3,10,51,21.609,1760.77,6969.22
3,10,51,0.353753,1760.77,6969.22
3,10,51,-21.609,1760.77,6969.22
3,10,52,21.8608,1781.29,7153.81
3,10,52,-21.8608,1781.29,7153.81
3,10,52,21.5468,1755.71,7113.21
3,10,52,-21.5468,1755.71,7113.21
3,10,52,21.8608,1781.29,7076.05
3,10,52,0.35589,1781.29,7076.05
3,10,52,-21.8608,1781.29,7076.05
3,10,52,21.5468,1755.71,7036.56
3,10,52,0.35589,1755.71,7036.56
3,10,52,-21.5468,1755.71,7036.56
3,10,53,21.7933,1775.79,7223.94
3,10,53,-21.7933,1775.79,7223.94
3,10,53,21.4854,1750.7,7183.01
3,10,53,-21.4854,1750.7,7183.01
3,10,53,21.7933,1775.79,7144.85
3,10,53,0.358064,1775.79,7144.85
3,10,53,-21.7933,1775.79,7144.85
3,10,53,21.4854,1750.7,7105.04
3,10,53,0.358064,1750.7,7105.04
3,10,53,-21.4854,1750.7,7105.04
3,10,54,21.7265,1770.35,7295.27
3,10,54,-21.7265,1770.35,7295.27
3,10,54,21.4248,1745.76,7254.04
3,10,54,-21.4248,1745.76,7254.04
3,10,54,21.7265,1770.35,7214.82
3,10,54,0.360275,1770.35,7214.82
3,10,54,-21.7265,1770.35,7214.82
3,10,54,21.4248,1745.76,7174.71
3,10,54,0.360275,1745.76,7174.71
3,10,54,-21.4248,1745.76,7174.71
3,10,55,21.6606,1764.98,7367.85
3,10,55,-21.6606,1764.98,7367.85
3,10,55,21.3649,1740.88,7326.32
3,10,55,-21.3649,1740.88,7326.32
3,10,55,21.6606,1764.98,7286.01
3,10,55,0.362526,1764.98,7286.01
3,10,55,-21.6606,1764.98,7286.01
3,10,55,21.3649,1740.88,7245.6
3,10,55,0.362526,1740.88,7245.6
3,10,55,-21.3649,1740.88,7245.6
3,10,56,21.5956,1759.68,7441.72
3,10,56,-21.5956,1759.68,7441.72
3,10,56,21.3057,1736.06,7399.91
3,10,56,-21.3057,1736.06,7399.91
3,10,56,21.5956,1759.68,7358.45
3,10,56,0.364816,1759.68,7358.45
3,10,56,-21.5956,1759.68,7358.45
3,10,56,21.3057,1736.06,7317.75
3,10,56,0.364816,1736.06,7317.75
3,10,56,-21.3057,1736.06,7317.75
3,10,57,21.5314,1754.45,7516.93
3,10,57,-21.5314,1754.45,7516.93
3,10,57,21.2474,1731.3,7474.84
3,10,57,-21.2474,1731.3,7474.84
3,10,57,21.5314,1754.45,7432.18
3,10,57,0.367147,1754.45,7432.18
3,10,57,-21.5314,1754.45,7432.18
3,10,57,21.2474,1731.3,7391.21
3,10,57,0.367147,1731.3,7391.21
3,10,57,-21.2474,1731.3,7391.21
3,10,58,21.4681,1749.29,7593.51
3,10,58,-21.4681,1749.29,7593.51
3,10,58,21.1898,1726.61,7551.17
3,10,58,-21.1898,1726.61,7551.17
3,10,58,21.4681,1749.29,7507.25
3,10,58,0.369521,1749.29,7507.25
3,10,58,-21.4681,1749.29,7507.25
3,10,58,21.1898,1726.61,7466.02
3,10,58,0.369521,1726.61,7466.02
3,10,58,-21.1898,1726.61,7466.02
3,10,59,21.4056,1744.2,7671.52
3,10,59,-21.4056,1744.2,7671.52
3,10,59,21.1331,1721.99,7628.93
3,10,59,-21.1331,1721.99,7628.93
3,10,59,21.4056,1744.2,7583.7
3,10,59,0.371939,1744.2,7583.7
3,10,59,-21.4056,1744.2,7583.7
3,10,59,21.1331,1721.99,7542.22
3,10,59,0.371939,1721.99,7542.22
3,10,59,-21.1331,1721.99,7542.22
3,10,60,21.3442,1739.19,7751
3,10,60,-21.3442,1739.19,7751
3,10,60,21.0772,1717.44,7708.16
3,10,60,-21.0772,1717.44,7708.16
3,10,60,21.3442,1739.19,7661.58
3,10,60,0.374403,1739.19,7661.58
3,10,60,-21.3442,1739.19,7661.58
3,10,60,21.0772,1717.44,7619.86
3,10,60,0.374403,1717.44,7619.86
3,10,60,-21.0772,1717.44,7619.86
3,10,61,21.2836,1734.26,7831.99
3,10,61,-21.2836,1734.26,7831.99
3,10,61,21.0221,1712.95,7788.92
3,10,61,-21.0221,1712.95,7788.92
3,10,61,21.2836,1734.26,7740.94
3,10,61,0.376914,1734.26,7740.94
3,10,61,-21.2836,1734.26,7740.94
3,10,61,21.0221,1712.95,7698.98
3,10,61,0.376914,1712.95,7698.98
3,10,61,-21.0221,1712.95,7698.98
3,10,62,21.2239,1729.4,7914.54
3,10,62,-21.2239,1729.4,7914.54
3,10,62,20.9679,1708.53,7871.26
3,10,62,-20.9679,1708.53,7871.26
3,10,62,21.2239,1729.4,7821.81
3,10,62,0.379473,1729.4,7821.81
3,10,62,-21.2239,1729.4,7821.81
3,10,62,20.9679,1708.53,7779.63
3,10,62,0.379473,1708.53,7779.63
3,10,62,-20.9679,1708.53,7779.63
3,10,63,21.1652,1724.61,7998.71
3,10,63,-21.1652,1724.61,7998.71
3,10,63,20.9145,1704.18,7955.21
3,10,63,-20.9145,1704.18,7955.21
3,10,63,21.1652,1724.61,7904.24
3,10,63,0.382082,1724.61,7904.24
3,10,63,-21.1652,1724.61,7904.24
3,10,63,20.9145,1704.18,7861.86
3,10,63,0.382082,1704.18,7861.86
3,10,63,-20.9145,1704.18,7861.86
