layer,nvtx,cell,x,y,z
2,10,1,-19.5619,1593.97,4401.27
2,10,1,24.1802,1970.28,4372.85
2,10,1,0.271109,1970.28,4372.85
2,10,1,-24.1802,1970.28,4372.85
2,10,1,19.5619,1593.97,4364.03
2,10,1,0.271109,1593.97,4364.03
2,10,1,-19.5619,1593.97,4364.03
2,10,2,24.1755,1969.89,4465.15
2,10,2,-24.1755,1969.89,4465.15
2,10,2,19.5609,1593.89,4438.69
2,10,2,-19.5609,1593.89,4438.69
2,10,2,24.1755,1969.89,4419.04
2,10,2,0.272542,1969.89,4419.04
2,10,2,-24.1755,1969.89,4419.04
2,10,2,19.5609,1593.89,4401.4
2,10,2,0.272542,1593.89,4401.4
2,10,2,-19.5609,1593.89,4401.4
2,10,3,24.1676,1969.25,4511.41
2,10,3,-24.1676,1969.25,4511.41
2,10,3,19.5594,1593.76,4476.16
2,10,3,-19.5594,1593.76,4476.16
2,10,3,24.1676,1969.25,4465.24
2,10,3,0.273976,1969.25,4465.24
2,10,3,-24.1676,1969.25,4465.24
2,10,3,19.5594,1593.76,4438.81
2,10,3,0.273976,1593.76,4438.81
2,10,3,-19.5594,1593.76,4438.81
2,10,4,24.1565,1968.35,4557.72
2,10,4,-24.1565,1968.35,4557.72
2,10,4,19.5571,1593.58,4513.7
2,10,4,-19.5571,1593.58,4513.7
2,10,4,24.1565,1968.35,4511.46
2,10,4,0.275411,1968.35,4511.46
2,10,4,-24.1565,1968.35,4511.46
2,10,4,19.5571,1593.58,4476.27
2,10,4,0.275411,1593.58,4476.27
2,10,4,-19.5571,1593.58,4476.27
2,10,5,24.1424,1967.2,4604.07
2,10,5,-24.1424,1967.2,4604.07
2,10,5,19.5543,1593.35,4551.33
2,10,5,-19.5543,1593.35,4551.33
2,10,5,24.1424,1967.2,4557.71
2,10,5,0.276849,1967.2,4557.71
2,10,5,-24.1424,1967.2,4557.71
2,10,5,19.5543,1593.35,4513.8
2,10,5,0.276849,1593.35,4513.8
2,10,5,-19.5543,1593.35,4513.8
2,10,6,24.1252,1965.8,4650.49
2,10,6,-24.1252,1965.8,4650.49
2,10,6,19.5509,1593.07,4589.06
2,10,6,-19.5509,1593.07,4589.06
2,10,6,24.1252,1965.8,4604
2,10,6,0.278287,1965.8,4604
2,10,6,-24.1252,1965.8,4604
2,10,6,19.5509,1593.07,4551.41
2,10,6,0.278287,1593.07,4551.41
2,10,6,-19.5509,1593.07,4551.41
2,10,7,24.1049,1964.15,4696.96
2,10,7,-24.1049,1964.15,4696.96
2,10,7,19.5468,1592.74,4626.92
2,10,7,-19.5468,1592.74,4626.92
2,10,7,24.1049,1964.15,4650.33
2,10,7,0.279728,1964.15,4650.33
2,10,7,-24.1049,1964.15,4650.33
2,10,7,19.5468,1592.74,4589.13
2,10,7,0.279728,1592.74,4589.13
2,10,7,-19.5468,1592.74,4589.13
2,10,8,24.0818,1962.26,4743.51
2,10,8,-24.0818,1962.26,4743.51
2,10,8,19.5422,1592.36,4664.91
2,10,8,-19.5422,1592.36,4664.91
2,10,8,24.0818,1962.26,4696.72
2,10,8,0.281171,1962.26,4696.72
2,10,8,-24.0818,1962.26,4696.72
2,10,8,19.5422,1592.36,4626.96
2,10,8,0.281171,1592.36,4626.96
2,10,8,-19.5422,1592.36,4626.96
2,10,9,24.0557,1960.13,4790.15
2,10,9,-24.0557,1960.13,4790.15
2,10,9,19.537,1591.94,4703.06
2,10,9,-19.537,1591.94,4703.06
2,10,9,24.0557,1960.13,4743.17
2,10,9,0.282617,1960.13,4743.17
2,10,9,-24.0557,1960.13,4743.17
2,10,9,19.537,1591.94,4664.93
2,10,9,0.282617,1591.94,4664.93
2,10,9,-19.537,1591.94,4664.93
2,10,10,24.0267,1957.78,4836.87
2,10,10,-24.0267,1957.78,4836.87
2,10,10,19.5312,1591.47,4741.38
2,10,10,-19.5312,1591.47,4741.38
2,10,10,24.0267,1957.78,4789.7
2,10,10,0.284065,1957.78,4789.7
2,10,10,-24.0267,1957.78,4789.7
2,10,10,19.5312,1591.47,4703.05
2,10,10,0.284065,1591.47,4703.05
2,10,10,-19.5312,1591.47,4703.05
2,10,11,23.9951,1955.2,4883.7
2,10,11,-23.9951,1955.2,4883.7
2,10,11,19.5249,1590.95,4779.9
2,10,11,-19.5249,1590.95,4779.9
2,10,11,23.9951,1955.2,4836.3
2,10,11,0.285517,1955.2,4836.3
2,10,11,-23.9951,1955.2,4836.3
2,10,11,19.5249,1590.95,4741.35
2,10,11,0.285517,1590.95,4741.35
2,10,11,-19.5249,1590.95,4741.35
2,10,12,23.9607,1952.4,4930.64
2,10,12,-23.9607,1952.4,4930.64
2,10,12,19.518,1590.39,4818.63
2,10,12,-19.518,1590.39,4818.63
2,10,12,23.9607,1952.4,4883
2,10,12,0.286972,1952.4,4883
2,10,12,-23.9607,1952.4,4883
2,10,12,19.518,1590.39,4779.84
2,10,12,0.286972,1590.39,4779.84
2,10,12,-19.518,1590.39,4779.84
2,10,13,23.9237,1949.38,4977.71
2,10,13,-23.9237,1949.38,4977.71
2,10,13,19.5106,1589.79,4857.58
2,10,13,-19.5106,1589.79,4857.58
2,10,13,23.9237,1949.38,4929.8
2,10,13,0.288431,1949.38,4929.8
2,10,13,-23.9237,1949.38,4929.8
2,10,13,19.5106,1589.79,4818.53
2,10,13,0.288431,1589.79,4818.53
2,10,13,-19.5106,1589.79,4818.53
2,10,14,23.8843,1946.17,5024.91
2,10,14,-23.8843,1946.17,5024.91
2,10,14,19.5027,1589.14,4896.79
2,10,14,-19.5027,1589.14,4896.79
2,10,14,23.8843,1946.17,4976.72
2,10,14,0.289894,1946.17,4976.72
2,10,14,-23.8843,1946.17,4976.72
2,10,14,19.5027,1589.14,4857.46
2,10,14,0.289894,1589.14,4857.46
2,10,14,-19.5027,1589.14,4857.46
2,10,15,23.8424,1942.76,5072.25
2,10,15,-23.8424,1942.76,5072.25
2,10,15,19.4943,1588.46,4936.26
2,10,15,-19.4943,1588.46,4936.26
2,10,15,23.8424,1942.76,5023.76
2,10,15,0.291362,1942.76,5023.76
2,10,15,-23.8424,1942.76,5023.76
2,10,15,19.4943,1588.46,4896.62
2,10,15,0.291362,1588.46,4896.62
2,10,15,-19.4943,1588.46,4896.62
2,10,16,23.7983,1939.16,5119.76
2,10,16,-23.7983,1939.16,5119.76
2,10,16,19.4855,1587.74,4976.01
2,10,16,-19.4855,1587.74,4976.01
2,10,16,23.7983,1939.16,5070.95
2,10,16,0.292835,1939.16,5070.95
2,10,16,-23.7983,1939.16,5070.95
2,10,16,19.4855,1587.74,4936.06
2,10,16,0.292835,1587.74,4936.06
2,10,16,-19.4855,1587.74,4936.06
2,10,17,23.7519,1935.38,5167.45
2,10,17,-23.7519,1935.38,5167.45
2,10,17,19.4762,1586.99,5016.07
2,10,17,-19.4762,1586.99,5016.07
2,10,17,23.7519,1935.38,5118.29
2,10,17,0.294313,1935.38,5118.29
2,10,17,-23.7519,1935.38,5118.29
2,10,17,19.4762,1586.99,4975.77
2,10,17,0.294313,1586.99,4975.77
2,10,17,-19.4762,1586.99,4975.77
2,10,18,23.7035,1931.43,5215.33
2,10,18,-23.7035,1931.43,5215.33
2,10,18,19.4665,1586.2,5056.45
2,10,18,-19.4665,1586.2,5056.45
2,10,18,23.7035,1931.43,5165.8
2,10,18,0.295797,1931.43,5165.8
2,10,18,-23.7035,1931.43,5165.8
2,10,18,19.4665,1586.2,5015.79
2,10,18,0.295797,1586.2,5015.79
2,10,18,-19.4665,1586.2,5015.79
2,10,19,23.653,1927.32,5263.41
2,10,19,-23.653,1927.32,5263.41
2,10,19,19.4565,1585.37,5097.18
2,10,19,-19.4565,1585.37,5097.18
2,10,19,23.653,1927.32,5213.5
2,10,19,0.297288,1927.32,5213.5
2,10,19,-23.653,1927.32,5213.5
2,10,19,19.4565,1585.37,5056.14
2,10,19,0.297288,1585.37,5056.14
2,10,19,-19.4565,1585.37,5056.14
2,10,20,23.6007,1923.06,5311.71
2,10,20,-23.6007,1923.06,5311.71
2,10,20,19.446,1584.52,5138.28
2,10,20,-19.446,1584.52,5138.28
2,10,20,23.6007,1923.06,5261.39
2,10,20,0.298785,1923.06,5261.39
2,10,20,-23.6007,1923.06,5261.39
2,10,20,19.446,1584.52,5096.82
2,10,20,0.298785,1584.52,5096.82
2,10,20,-19.446,1584.52,5096.82
2,10,21,23.5466,1918.66,5360.25
2,10,21,-23.5466,1918.66,5360.25
2,10,21,19.4352,1583.64,5179.76
2,10,21,-19.4352,1583.64,5179.76
2,10,21,23.5466,1918.66,5309.5
2,10,21,0.30029,1918.66,5309.5
2,10,21,-23.5466,1918.66,5309.5
2,10,21,19.4352,1583.64,5137.88
2,10,21,0.30029,1583.64,5137.88
2,10,21,-19.4352,1583.64,5137.88
2,10,22,23.4909,1914.11,5409.06
2,10,22,-23.4909,1914.11,5409.06
2,10,22,19.424,1582.73,5221.64
2,10,22,-19.424,1582.73,5221.64
2,10,22,23.4909,1914.11,5357.85
2,10,22,0.301803,1914.11,5357.85
2,10,22,-23.4909,1914.11,5357.85
2,10,22,19.424,1582.73,5179.31
2,10,22,0.301803,1582.73,5179.31
2,10,22,-19.424,1582.73,5179.31
2,10,23,23.4336,1909.45,5458.13
2,10,23,-23.4336,1909.45,5458.13
2,10,23,19.4126,1581.8,5263.95
2,10,23,-19.4126,1581.8,5263.95
2,10,23,23.4336,1909.45,5406.46
2,10,23,0.303324,1909.45,5406.46
2,10,23,-23.4336,1909.45,5406.46
2,10,23,19.4126,1581.8,5221.15
2,10,23,0.303324,1581.8,5221.15
2,10,23,-19.4126,1581.8,5221.15
2,10,24,23.375,1904.67,5507.5
2,10,24,-23.375,1904.67,5507.5
2,10,24,19.4008,1580.84,5306.72
2,10,24,-19.4008,1580.84,5306.72
2,10,24,23.375,1904.67,5455.33
2,10,24,0.304855,1904.67,5455.33
2,10,24,-23.375,1904.67,5455.33
2,10,24,19.4008,1580.84,5263.42
2,10,24,0.304855,1580.84,5263.42
2,10,24,-19.4008,1580.84,5263.42
2,10,25,23.315,1899.78,5557.19
2,10,25,-23.315,1899.78,5557.19
2,10,25,19.3888,1579.87,5349.95
2,10,25,-19.3888,1579.87,5349.95
2,10,25,23.315,1899.78,5504.5
2,10,25,0.306395,1899.78,5504.5
2,10,25,-23.315,1899.78,5504.5
2,10,25,19.3888,1579.87,5306.14
2,10,25,0.306395,1579.87,5306.14
2,10,25,-19.3888,1579.87,5306.14
2,10,26,23.2538,1894.79,5607.22
2,10,26,-23.2538,1894.79,5607.22
2,10,26,19.3766,1578.87,5393.68
2,10,26,-19.3766,1578.87,5393.68
2,10,26,23.2538,1894.79,5553.98
2,10,26,0.307946,1894.79,5553.98
2,10,26,-23.2538,1894.79,5553.98
2,10,26,19.3766,1578.87,5349.33
2,10,26,0.307946,1578.87,5349.33
2,10,26,-19.3766,1578.87,5349.33
2,10,27,23.1915,1889.72,5657.6
2,10,27,-23.1915,1889.72,5657.6
2,10,27,19.3641,1577.85,5437.93
2,10,27,-19.3641,1577.85,5437.93
2,10,27,23.1915,1889.72,5603.8
2,10,27,0.309508,1889.72,5603.8
2,10,27,-23.1915,1889.72,5603.8
2,10,27,19.3641,1577.85,5393.01
2,10,27,0.309508,1577.85,5393.01
2,10,27,-19.3641,1577.85,5393.01
2,10,28,23.1282,1884.56,5708.37
2,10,28,-23.1282,1884.56,5708.37
2,10,28,19.3515,1576.82,5482.72
2,10,28,-19.3515,1576.82,5482.72
2,10,28,23.1282,1884.56,5653.98
2,10,28,0.311082,1884.56,5653.98
2,10,28,-23.1282,1884.56,5653.98
2,10,28,19.3515,1576.82,5437.21
2,10,28,0.311082,1576.82,5437.21
2,10,28,-19.3515,1576.82,5437.21
2,10,29,23.0641,1879.34,5759.54
2,10,29,-23.0641,1879.34,5759.54
2,10,29,19.3387,1575.78,5528.07
2,10,29,-19.3387,1575.78,5528.07
2,10,29,23.0641,1879.34,5704.53
2,10,29,0.312668,1879.34,5704.53
2,10,29,-23.0641,1879.34,5704.53
2,10,29,19.3387,1575.78,5481.95
2,10,29,0.312668,1575.78,5481.95
2,10,29,-19.3387,1575.78,5481.95
2,10,30,22.9992,1874.05,5811.14
2,10,30,-22.9992,1874.05,5811.14
2,10,30,19.3257,1574.72,5574.01
2,10,30,-19.3257,1574.72,5574.01
2,10,30,22.9992,1874.05,5755.5
2,10,30,0.314267,1874.05,5755.5
2,10,30,-22.9992,1874.05,5755.5
2,10,30,19.3257,1574.72,5527.26
2,10,30,0.314267,1574.72,5527.26
2,10,30,-19.3257,1574.72,5527.26
2,10,31,22.9336,1868.7,5863.19
2,10,31,-22.9336,1868.7,5863.19
2,10,31,19.3126,1573.65,5620.56
2,10,31,-19.3126,1573.65,5620.56
2,10,31,22.9336,1868.7,5806.89
2,10,31,0.315881,1868.7,5806.89
2,10,31,-22.9336,1868.7,5806.89
2,10,31,19.3126,1573.65,5573.15
2,10,31,0.315881,1573.65,5573.15
2,10,31,-19.3126,1573.65,5573.15
2,10,32,22.8675,1863.31,5915.73
2,10,32,-22.8675,1863.31,5915.73
2,10,32,19.2993,1572.57,5667.75
2,10,32,-19.2993,1572.57,5667.75
2,10,32,22.8675,1863.31,5858.74
2,10,32,0.31751,1863.31,5858.74
2,10,32,-22.8675,1863.31,5858.74
2,10,32,19.2993,1572.57,5619.66
2,10,32,0.31751,1572.57,5619.66
2,10,32,-19.2993,1572.57,5619.66
2,10,33,22.8008,1857.89,5968.77
2,10,33,-22.8008,1857.89,5968.77
2,10,33,19.286,1571.49,5715.61
2,10,33,-19.286,1571.49,5715.61
2,10,33,22.8008,1857.89,5911.07
2,10,33,0.319154,1857.89,5911.07
2,10,33,-22.8008,1857.89,5911.07
2,10,33,19.286,1571.49,5666.8
2,10,33,0.319154,1571.49,5666.8
2,10,33,-19.286,1571.49,5666.8
2,10,34,22.7338,1852.43,6022.34
2,10,34,-22.7338,1852.43,6022.34
2,10,34,19.2726,1570.4,5764.15
2,10,34,-19.2726,1570.4,5764.15
2,10,34,22.7338,1852.43,5963.91
2,10,34,0.320815,1852.43,5963.91
2,10,34,-22.7338,1852.43,5963.91
2,10,34,19.2726,1570.4,5714.61
2,10,34,0.320815,1570.4,5714.61
2,10,34,-19.2726,1570.4,5714.61
2,10,35,22.6666,1846.94,6076.48
2,10,35,-22.6666,1846.94,6076.48
2,10,35,19.2592,1569.3,5813.41
2,10,35,-19.2592,1569.3,5813.41
2,10,35,22.6666,1846.94,6017.28
2,10,35,0.322493,1846.94,6017.28
2,10,35,-22.6666,1846.94,6017.28
2,10,35,19.2592,1569.3,5763.11
2,10,35,0.322493,1569.3,5763.11
2,10,35,-19.2592,1569.3,5763.11
2,10,36,22.5991,1841.44,6131.21
2,10,36,-22.5991,1841.44,6131.21
2,10,36,19.2457,1568.2,5863.42
2,10,36,-19.2457,1568.2,5863.42
2,10,36,22.5991,1841.44,6071.22
2,10,36,0.32419,1841.44,6071.22
2,10,36,-22.5991,1841.44,6071.22
2,10,36,19.2457,1568.2,5812.32
2,10,36,0.32419,1568.2,5812.32
2,10,36,-19.2457,1568.2,5812.32
2,10,37,22.5314,1835.93,6186.56
2,10,37,-22.5314,1835.93,6186.56
2,10,37,19.2321,1567.1,5914.19
2,10,37,-19.2321,1567.1,5914.19
2,10,37,22.5314,1835.93,6125.75
2,10,37,0.325906,1835.93,6125.75
2,10,37,-22.5314,1835.93,6125.75
2,10,37,19.2321,1567.1,5862.28
2,10,37,0.325906,1567.1,5862.28
2,10,37,-19.2321,1567.1,5862.28
2,10,38,22.4638,1830.42,6242.56
2,10,38,-22.4638,1830.42,6242.56
2,10,38,19.2186,1565.99,5965.76
2,10,38,-19.2186,1565.99,5965.76
2,10,38,22.4638,1830.42,6180.91
2,10,38,0.327641,1830.42,6180.91
2,10,38,-22.4638,1830.42,6180.91
2,10,38,19.2186,1565.99,5913.01
2,10,38,0.327641,1565.99,5913.01
2,10,38,-19.2186,1565.99,5913.01
2,10,39,22.3961,1824.91,6299.24
2,10,39,-22.3961,1824.91,6299.24
2,10,39,19.2051,1564.89,6018.16
2,10,39,-19.2051,1564.89,6018.16
2,10,39,22.3961,1824.91,6236.71
2,10,39,0.329399,1824.91,6236.71
2,10,39,-22.3961,1824.91,6236.71
2,10,39,19.2051,1564.89,5964.53
2,10,39,0.329399,1564.89,5964.53
2,10,39,-19.2051,1564.89,5964.53
2,10,40,22.3286,1819.41,6356.63
2,10,40,-22.3286,1819.41,6356.63
2,10,40,19.1916,1563.79,6071.41
2,10,40,-19.1916,1563.79,6071.41
2,10,40,22.3286,1819.41,6293.2
2,10,40,0.331178,1819.41,6293.2
2,10,40,-22.3286,1819.41,6293.2
2,10,40,19.1916,1563.79,6016.88
2,10,40,0.331178,1563.79,6016.88
2,10,40,-19.1916,1563.79,6016.88
2,10,41,22.2612,1813.92,6414.76
2,10,41,-22.2612,1813.92,6414.76
2,10,41,19.1781,1562.69,6125.55
2,10,41,-19.1781,1562.69,6125.55
2,10,41,22.2612,1813.92,6350.41
2,10,41,0.33298,1813.92,6350.41
2,10,41,-22.2612,1813.92,6350.41
2,10,41,19.1781,1562.69,6070.09
2,10,41,0.33298,1562.69,6070.09
2,10,41,-19.1781,1562.69,6070.09
2,10,42,22.1941,1808.45,6473.68
2,10,42,-22.1941,1808.45,6473.68
2,10,42,19.1647,1561.6,6180.6
2,10,42,-19.1647,1561.6,6180.6
2,10,42,22.1941,1808.45,6408.36
2,10,42,0.334806,1808.45,6408.36
2,10,42,-22.1941,1808.45,6408.36
2,10,42,19.1647,1561.6,6124.19
2,10,42,0.334806,1561.6,6124.19
2,10,42,-19.1647,1561.6,6124.19
2,10,43,22.1272,1803,6533.4
2,10,43,-22.1272,1803,6533.4
2,10,43,19.1513,1560.51,6236.59
2,10,43,-19.1513,1560.51,6236.59
2,10,43,22.1272,1803,6467.1
2,10,43,0.336658,1803,6467.1
2,10,43,-22.1272,1803,6467.1
2,10,43,19.1513,1560.51,6179.19
2,10,43,0.336658,1560.51,6179.19
2,10,43,-19.1513,1560.51,6179.19
2,10,44,22.0607,1797.58,6593.97
2,10,44,-22.0607,1797.58,6593.97
2,10,44,19.138,1559.43,6293.56
2,10,44,-19.138,1559.43,6293.56
2,10,44,22.0607,1797.58,6526.65
2,10,44,0.338535,1797.58,6526.65
2,10,44,-22.0607,1797.58,6526.65
2,10,44,19.138,1559.43,6235.15
2,10,44,0.338535,1559.43,6235.15
2,10,44,-19.138,1559.43,6235.15
2,10,45,21.9946,1792.19,6655.42
2,10,45,-21.9946,1792.19,6655.42
2,10,45,19.1248,1558.35,6351.54
2,10,45,-19.1248,1558.35,6351.54
2,10,45,21.9946,1792.19,6587.04
2,10,45,0.34044,1792.19,6587.04
2,10,45,-21.9946,1792.19,6587.04
2,10,45,19.1248,1558.35,6292.07
2,10,45,0.34044,1558.35,6292.07
2,10,45,-19.1248,1558.35,6292.07
2,10,46,21.929,1786.84,6717.78
2,10,46,-21.929,1786.84,6717.78
2,10,46,19.1116,1557.28,6410.56
2,10,46,-19.1116,1557.28,6410.56
2,10,46,21.929,1786.84,6648.32
2,10,46,0.342373,1786.84,6648.32
2,10,46,-21.929,1786.84,6648.32
2,10,46,19.1116,1557.28,6350.01
2,10,46,0.342373,1557.28,6350.01
2,10,46,-19.1116,1557.28,6350.01
2,10,47,21.8638,1781.54,6781.09
2,10,47,-21.8638,1781.54,6781.09
2,10,47,19.0986,1556.22,6470.65
2,10,47,-19.0986,1556.22,6470.65
2,10,47,21.8638,1781.54,6710.52
2,10,47,0.344336,1781.54,6710.52
2,10,47,-21.8638,1781.54,6710.52
2,10,47,19.0986,1556.22,6408.99
2,10,47,0.344336,1556.22,6408.99
2,10,47,-19.0986,1556.22,6408.99
2,10,48,21.7992,1776.27,6845.39
2,10,48,-21.7992,1776.27,6845.39
2,10,48,19.0857,1555.16,6531.85
2,10,48,-19.0857,1555.16,6531.85
2,10,48,21.7992,1776.27,6773.67
2,10,48,0.346329,1776.27,6773.67
2,10,48,-21.7992,1776.27,6773.67
2,10,48,19.0857,1555.16,6469.04
2,10,48,0.346329,1555.16,6469.04
2,10,48,-19.0857,1555.16,6469.04
2,10,49,21.7352,1771.05,6910.71
2,10,49,-21.7352,1771.05,6910.71
2,10,49,19.0729,1554.12,6594.18
2,10,49,-19.0729,1554.12,6594.18
2,10,49,21.7352,1771.05,6837.81
2,10,49,0.348354,1771.05,6837.81
2,10,49,-21.7352,1771.05,6837.81
2,10,49,19.0729,1554.12,6530.19
2,10,49,0.348354,1554.12,6530.19
2,10,49,-19.0729,1554.12,6530.19
2,10,50,21.6717,1765.88,6977.1
2,10,50,-21.6717,1765.88,6977.1
2,10,50,19.0602,1553.09,6657.69
2,10,50,-19.0602,1553.09,6657.69
2,10,50,21.6717,1765.88,6902.98
2,10,50,0.350412,1765.88,6902.98
2,10,50,-21.6717,1765.88,6902.98
2,10,50,19.0602,1553.09,6592.49
2,10,50,0.350412,1553.09,6592.49
2,10,50,-19.0602,1553.09,6592.49
2,10,51,21.609,1760.77,7044.58
2,10,51,-21.609,1760.77,7044.58
2,10,51,19.0476,1552.06,6722.41
2,10,51,-19.0476,1552.06,6722.41
2,10,51,21.609,1760.77,6969.22
2,10,51,0.352504,1760.77,6969.22
2,10,51,-21.609,1760.77,6969.22
2,10,51,19.0476,1552.06,6655.96
2,10,51,0.352504,1552.06,6655.96
2,10,51,-19.0476,1552.06,6655.96
2,10,52,21.5468,1755.71,7113.21
2,10,52,-21.5468,1755.71,7113.21
2,10,52,19.0352,1551.05,6788.37
2,10,52,-19.0352,1551.05,6788.37
2,10,52,21.5468,1755.71,7036.56
2,10,52,0.354632,1755.71,7036.56
2,10,52,-21.5468,1755.71,7036.56
2,10,52,19.0352,1551.05,6720.64
2,10,52,0.354632,1551.05,6720.64
2,10,52,-19.0352,1551.05,6720.64
2,10,53,21.4854,1750.7,7183.01
2,10,53,-21.4854,1750.7,7183.01
2,10,53,19.0229,1550.05,6855.62
2,10,53,-19.0229,1550.05,6855.62
2,10,53,21.4854,1750.7,7105.04
2,10,53,0.356796,1750.7,7105.04
2,10,53,-21.4854,1750.7,7105.04
2,10,53,19.0229,1550.05,6786.56
2,10,53,0.356796,1550.05,6786.56
2,10,53,-19.0229,1550.05,6786.56
2,10,54,21.4248,1745.76,7254.04
2,10,54,-21.4248,1745.76,7254.04
2,10,54,19.0108,1549.06,6924.19
2,10,54,-19.0108,1549.06,6924.19
2,10,54,21.4248,1745.76,7174.71
2,10,54,0.358997,1745.76,7174.71
2,10,54,-21.4248,1745.76,7174.71
2,10,54,19.0108,1549.06,6853.77
2,10,54,0.358997,1549.06,6853.77
2,10,54,-19.0108,1549.06,6853.77
2,10,55,21.3649,1740.88,7326.32
2,10,55,-21.3649,1740.88,7326.32
2,10,55,18.9988,1548.09,6994.11
2,10,55,-18.9988,1548.09,6994.11
2,10,55,21.3649,1740.88,7245.6
2,10,55,0.361238,1740.88,7245.6
2,10,55,-21.3649,1740.88,7245.6
2,10,55,18.9988,1548.09,6922.3
2,10,55,0.361238,1548.09,6922.3
2,10,55,-18.9988,1548.09,6922.3
2,10,56,21.3057,1736.06,7399.91
2,10,56,-21.3057,1736.06,7399.91
2,10,56,18.987,1547.12,7065.43
2,10,56,-18.987,1547.12,7065.43
2,10,56,21.3057,1736.06,7317.75
2,10,56,0.363519,1736.06,7317.75
2,10,56,-21.3057,1736.06,7317.75
2,10,56,18.987,1547.12,6992.18
2,10,56,0.363519,1547.12,6992.18
2,10,56,-18.987,1547.12,6992.18
2,10,57,21.2474,1731.3,7474.84
2,10,57,-21.2474,1731.3,7474.84
2,10,57,18.9753,1546.17,7138.19
2,10,57,-18.9753,1546.17,7138.19
2,10,57,21.2474,1731.3,7391.21
2,10,57,0.365842,1731.3,7391.21
2,10,57,-21.2474,1731.3,7391.21
2,10,57,18.9753,1546.17,7063.47
2,10,57,0.365842,1546.17,7063.47
2,10,57,-18.9753,1546.17,7063.47
2,10,58,21.1898,1726.61,7551.17
2,10,58,-21.1898,1726.61,7551.17
2,10,58,18.9638,1545.23,7212.42
2,10,58,-18.9638,1545.23,7212.42
2,10,58,21.1898,1726.61,7466.02
2,10,58,0.368208,1726.61,7466.02
2,10,58,-21.1898,1726.61,7466.02
2,10,58,18.9638,1545.23,7136.19
2,10,58,0.368208,1545.23,7136.19
2,10,58,-18.9638,1545.23,7136.19
2,10,59,21.1331,1721.99,7628.93
2,10,59,-21.1331,1721.99,7628.93
2,10,59,18.9525,1544.31,7288.17
2,10,59,-18.9525,1544.31,7288.17
2,10,59,21.1331,1721.99,7542.23
2,10,59,0.370619,1721.99,7542.23
2,10,59,-21.1331,1721.99,7542.23
2,10,59,18.9525,1544.31,7210.38
2,10,59,0.370619,1544.31,7210.38
2,10,59,-18.9525,1544.31,7210.38
2,10,60,21.0772,1717.44,7708.16
2,10,60,-21.0772,1717.44,7708.16
2,10,60,18.9413,1543.4,7365.48
2,10,60,-18.9413,1543.4,7365.48
2,10,60,21.0772,1717.44,7619.86
2,10,60,0.373075,1717.44,7619.86
2,10,60,-21.0772,1717.44,7619.86
2,10,60,18.9413,1543.4,7286.1
2,10,60,0.373075,1543.4,7286.1
2,10,60,-18.9413,1543.4,7286.1
2,10,61,21.0221,1712.95,7788.92
2,10,61,-21.0221,1712.95,7788.92
2,10,61,18.9303,1542.5,7444.39
2,10,61,-18.9303,1542.5,7444.39
2,10,61,21.0221,1712.95,7698.99
2,10,61,0.375579,1712.95,7698.99
2,10,61,-21.0221,1712.95,7698.99
2,10,61,18.9303,1542.5,7363.37
2,10,61,0.375579,1542.5,7363.37
2,10,61,-18.9303,1542.5,7363.37
2,10,62,20.9679,1708.53,7871.26
2,10,62,-20.9679,1708.53,7871.26
2,10,62,18.9194,1541.62,7524.95
2,10,62,-18.9194,1541.62,7524.95
2,10,62,20.9679,1708.53,7779.63
2,10,62,0.378131,1708.53,7779.63
2,10,62,-20.9679,1708.53,7779.63
2,10,62,18.9194,1541.62,7442.25
2,10,62,0.378131,1541.62,7442.25
2,10,62,-18.9194,1541.62,7442.25
2,10,63,20.9145,1704.18,7955.21
2,10,63,-20.9145,1704.18,7955.21
2,10,63,18.9088,1540.75,7607.2
2,10,63,-18.9088,1540.75,7607.2
2,10,63,20.9145,1704.18,7861.86
2,10,63,0.380734,1704.18,7861.86
2,10,63,-20.9145,1704.18,7861.86
2,10,63,18.9088,1540.75,7522.77
2,10,63,0.380734,1540.75,7522.77
2,10,63,-18.9088,1540.75,7522.77
3,10,0,24.7592,2017.46,4373.81
3,10,0,-24.7592,2017.46,4373.81
3,10,0,24.1818,1970.41,4372.71
3,10,0,-24.1818,1970.41,4372.71
3,10,0,24.7592,2017.46,4326.67
3,10,0,0.26971,2017.46,4326.67
3,10,0,-24.7592,2017.46,4326.67
3,10,0,24.1818,1970.41,4326.67
3,10,0,0.26971,1970.41,4326.67
3,10,0,-24.1818,1970.41,4326.67
3,10,1,24.7575,2017.32,4421.12
3,10,1,-24.7575,2017.32,4421.12
3,10,1,24.1802,1970.28,4418.91
3,10,1,-24.1802,1970.28,4418.91
3,10,1,24.7575,2017.32,4373.95
3,10,1,0.271177,2017.32,4373.95
3,10,1,-24.7575,2017.32,4373.95
3,10,1,24.1802,1970.28,4372.85
3,10,1,0.271177,1970.28,4372.85
3,10,1,-24.1802,1970.28,4372.85
3,10,2,24.7523,2016.9,4468.45
3,10,2,-24.7523,2016.9,4468.45
3,10,2,24.1755,1969.89,4465.15
3,10,2,-24.1755,1969.89,4465.15
3,10,2,24.7523,2016.9,4421.24
3,10,2,0.272644,2016.9,4421.24
3,10,2,-24.7523,2016.9,4421.24
3,10,2,24.1755,1969.89,4419.04
3,10,2,0.272644,1969.89,4419.04
